Id,SalePrice
1461,137514.562386
1462,236121.686228
1463,140669.961138
1464,270516.017987
1465,118627.192756
1466,268119.769891
1467,279137.059348
1468,210443.579725
1469,228154.626234
1470,124198.717578
1471,168964.258768
1472,76951.0691384
1473,78220.8447886
1474,138285.724966
1475,56550.0009145
1476,686495.452773
1477,394322.472697
1478,396852.048475
1479,411053.526738
1480,900835.808714
1481,402148.368425
1482,184734.607006
1483,269603.455993
1484,138210.739736
1485,223569.159791
1486,223505.680927
1487,583715.431273
1488,253999.218277
1489,221563.672503
1490,141917.796715
1491,239021.774829
1492,115282.431524
1493,187036.882493
1494,327420.256716
1495,285579.417565
1496,194092.74751
1497,179783.257988
1498,131963.867519
1499,133827.094401
1500,111753.649866
1501,112810.979098
1502,129438.887099
1503,256034.287802
1504,246699.199606
1505,210468.439628
1506,242155.692225
1507,246975.021771
1508,456726.074072
1509,207065.454615
1510,188745.455039
1511,159455.207997
1512,173976.136041
1513,176463.25005
1514,212823.046076
1515,175651.356277
1516,197010.731328
1517,188016.669468
1518,188372.782997
1519,228865.607994
1520,138917.048886
1521,157517.110654
1522,230232.292244
1523,81138.9194479
1524,141597.730258
1525,154623.140106
1526,146905.958605
1527,66238.0184035
1528,132158.775016
1529,168057.67231
1530,209199.14437
1531,27037.5426518
1532,77042.4502022
1533,140002.07908
1534,142705.630692
1535,197093.087161
1536,120957.82363
1537,20139.491908
1538,58801.0182368
1539,527760.755484
1540,125908.885012
1541,202583.962959
1542,174730.35459
1543,254246.97066
1544,77154.6200436
1545,90403.5174477
1546,195163.871312
1547,139143.499798
1548,156083.525347
1549,113823.977347
1550,134364.097144
1551,132969.504897
1552,151597.082404
1553,96923.7748684
1554,79289.4446098
1555,278803.625501
1556,119675.871553
1557,69934.6246443
1558,92651.4492715
1559,101500.909825
1560,175737.299937
1561,84013.8271444
1562,139636.686924
1563,127021.896292
1564,114409.854217
1565,211008.968082
1566,346115.87001
1567,101641.814045
1568,395237.908037
1569,93168.0841293
1570,168289.038157
1571,119422.337152
1572,171293.305416
1573,501449.032307
1574,206265.99851
1575,269979.950206
1576,367175.822934
1577,189477.763513
1578,506468.879798
1579,139973.727658
1580,349304.630817
1581,181572.116854
1582,173496.615911
1583,632386.061782
1584,337852.04046
1585,150183.607964
1586,126524.100231
1587,95913.0196038
1588,154669.774029
1589,78328.573476
1590,136047.207903
1591,113814.297066
1592,109769.178236
1593,154509.318777
1594,53240.1010993
1595,103436.597025
1596,185007.661672
1597,195981.637389
1598,380140.717714
1599,51668.0802125
1600,76072.7786827
1601,76801.9672515
1602,92149.0279771
1603,17735.6300828
1604,266605.637761
1605,398278.199994
1606,242529.692213
1607,363400.537081
1608,254856.963506
1609,306407.571572
1610,158515.856586
1611,243602.336142
1612,172262.175798
1613,189503.166971
1614,118112.146763
1615,85093.7372861
1616,86353.4682973
1617,85419.7930031
1618,169296.032407
1619,211751.727781
1620,342435.456051
1621,162442.215681
1622,241914.152818
1623,252418.289405
1624,293337.736966
1625,144555.777003
1626,228543.786985
1627,237585.626456
1628,489695.027104
1629,231197.36833
1630,617889.641334
1631,310272.045785
1632,289027.936389
1633,203588.08965
1634,147246.652385
1635,250469.864269
1636,262846.278193
1637,166559.52337
1638,226767.483539
1639,310323.392807
1640,369981.973274
1641,400061.556786
1642,219080.434626
1643,256670.249346
1644,229780.805937
1645,153512.232302
1646,225167.788933
1647,189729.795364
1648,174982.255981
1649,135833.804529
1650,94682.7299394
1651,165630.47439
1652,76951.0691384
1653,75803.0943732
1654,133383.558088
1655,108924.711905
1656,129121.341983
1657,133806.303868
1658,104797.078593
1659,58529.0530227
1660,221773.333647
1661,818651.943641
1662,669142.889837
1663,532620.954374
1664,975526.927269
1665,425865.163738
1666,473338.562308
1667,891066.428896
1668,399134.358233
1669,246228.217419
1670,476017.529518
1671,308191.541045
1672,882244.932189
1673,541920.450063
1674,269411.915953
1675,153601.834033
1676,131176.366103
1677,218876.323759
1678,822425.068387
1679,645020.203944
1680,446155.092338
1681,244090.09314
1682,465495.125777
1683,173395.09255
1684,236955.838257
1685,153979.305328
1686,139951.455216
1687,184170.092897
1688,215457.606323
1689,231905.878444
1690,211452.282978
1691,195044.571428
1692,450400.824473
1693,188337.829398
1694,207826.617157
1695,245348.017956
1696,492864.208682
1697,287375.16901
1698,620381.492983
1699,324321.34228
1700,327491.060763
1701,248359.759767
1702,301824.884392
1703,265837.664515
1704,276966.226651
1705,229718.848264
1706,842053.81418
1707,219411.820231
1708,208513.571224
1709,164901.218653
1710,195757.561212
1711,196993.614333
1712,261136.837855
1713,207717.176798
1714,212982.173062
1715,201336.830902
1716,195399.274285
1717,169448.764953
1718,68448.0486073
1719,249888.01013
1720,267561.681289
1721,232833.954804
1722,67043.4797597
1723,208918.381313
1724,269590.56214
1725,338751.566926
1726,210375.318799
1727,195884.969479
1728,157634.416975
1729,195129.566193
1730,132355.717884
1731,182467.262188
1732,184506.41306
1733,126783.582967
1734,113259.139639
1735,92945.9718847
1736,137620.418219
1737,440618.954398
1738,234433.898268
1739,314567.378353
1740,130573.297058
1741,127862.853765
1742,107835.328131
1743,183210.890478
1744,530067.426185
1745,216894.782424
1746,181761.511881
1747,254001.139525
1748,395390.072894
1749,174767.699256
1750,119438.548677
1751,344575.26652
1752,161118.999728
1753,177264.232672
1754,204695.058897
1755,275580.288525
1756,134948.533594
1757,147079.037284
1758,103733.981065
1759,256860.892465
1760,149055.186741
1761,130876.021635
1762,198108.500359
1763,248385.262851
1764,153846.685744
1765,161766.864822
1766,237181.956925
1767,289853.083857
1768,111424.262897
1769,229240.679435
1770,211065.36626
1771,123412.385679
1772,129630.536791
1773,92364.2309927
1774,138642.494407
1775,153554.814394
1776,202599.647273
1777,133372.326239
1778,131695.049302
1779,131302.344331
1780,223768.263044
1781,147858.229369
1782,70292.0748595
1783,213690.176711
1784,43385.2918059
1785,127919.448451
1786,92932.5621176
1787,164273.459963
1788,23343.8306479
1789,124659.11423
1790,27316.0645852
1791,222240.102606
1792,173098.024597
1793,192392.1584
1794,163813.695217
1795,162170.339925
1796,95273.9797139
1797,120044.561747
1798,146452.441417
1799,144203.237776
1800,126680.941414
1801,114362.462279
1802,147176.045563
1803,170579.963994
1804,127999.412908
1805,149400.839091
1806,155571.045709
1807,368166.607216
1808,249104.620016
1809,87548.2949471
1810,136428.08068
1811,70443.9003266
1812,95175.6782657
1813,90409.6670309
1814,160942.057609
1815,93974.6112911
1816,94204.4272818
1817,107484.961656
1818,152873.234473
1819,67460.5197313
1820,72640.9989744
1821,69194.0478688
1822,334231.448166
1823,13723.6956939
1824,168129.477707
1825,102788.934126
1826,80797.2992079
1827,122448.354667
1828,141961.986293
1829,182964.913399
1830,269626.219996
1831,133284.027208
1832,87769.4216721
1833,151671.11851
1834,107427.702126
1835,127633.300304
1836,99956.5757753
1837,48113.3729432
1838,155179.470083
1839,87503.4303064
1840,235368.291945
1841,256814.028346
1842,203154.60956
1843,117874.89932
1844,114279.443724
1845,223099.909686
1846,235465.876686
1847,451895.921534
1848,45030.7332195
1849,169723.645814
1850,152011.669113
1851,171221.051814
1852,127374.301206
1853,129143.722714
1854,172624.074824
1855,209706.571591
1856,263444.860344
1857,111934.381712
1858,99878.2446028
1859,129779.561761
1860,94100.8796997
1861,131710.783296
1862,888034.075206
1863,770563.348683
1864,771627.76599
1865,999345.103244
1866,437646.511594
1867,259246.643066
1868,357438.440425
1869,192697.561757
1870,251684.118849
1871,334453.150425
1872,172042.32962
1873,231199.618106
1874,187822.519982
1875,408681.935447
1876,198073.105146
1877,258375.290078
1878,220413.709446
1879,193483.491051
1880,168682.989041
1881,344856.216464
1882,406548.034491
1883,225704.612111
1884,277863.240641
1885,444348.248435
1886,397241.940461
1887,275541.287928
1888,325841.661048
1889,166659.911029
1890,137609.671701
1891,420430.815166
1892,110676.926094
1893,150563.524152
1894,259204.338857
1895,194923.881545
1896,126014.408878
1897,134859.921629
1898,105308.565923
1899,160756.932223
1900,82598.6981944
1901,174006.647194
1902,196345.113855
1903,260925.070124
1904,98929.8963886
1905,309605.483256
1906,209274.974514
1907,448601.611776
1908,102989.647758
1909,80607.2106402
1910,93225.4972969
1911,343322.840499
1912,484111.899304
1913,83632.6304351
1914,58564.1341319
1915,402645.21183
1916,4763.3413637
1917,364567.978658
1918,142760.457345
1919,174657.228108
1920,202246.259128
1921,648564.006149
1922,404179.758551
1923,235655.829427
1924,362507.912753
1925,277764.783111
1926,618180.098044
1927,185096.326412
1928,361822.520432
1929,117235.788824
1930,190794.992939
1931,178356.174698
1932,172538.372898
1933,207176.75923
1934,254865.95271
1935,323507.76874
1936,219772.410705
1937,283522.0524
1938,129703.469357
1939,328572.274164
1940,119001.094112
1941,223428.192221
1942,318645.628125
1943,162883.51134
1944,866923.576193
1945,581012.405569
1946,450585.890677
1947,417666.765878
1948,438655.500823
1949,222419.601785
1950,146860.057576
1951,302098.502181
1952,236354.910731
1953,307067.525479
1954,199110.823621
1955,189800.353571
1956,787834.885707
1957,228140.143747
1958,383559.014564
1959,191287.289869
1960,104396.163225
1961,139197.816715
1962,80077.9156671
1963,71031.7935192
1964,113552.117964
1965,134076.708256
1966,110525.790755
1967,418731.394531
1968,708868.830085
1969,554975.493349
1970,753968.22224
1971,652646.89852
1972,558222.55193
1973,439947.80692
1974,446466.546425
1975,969945.157552
1976,326841.641817
1977,806010.132897
1978,694271.121272
1979,487215.509275
1980,258617.663772
1981,436656.407889
1982,174291.255805
1983,175153.609977
1984,148668.437019
1985,216379.154023
1986,297975.296933
1987,228442.353715
1988,170821.654574
1989,215706.108749
1990,252651.8778
1991,272020.563973
1992,244735.812682
1993,190197.517381
1994,386339.034917
1995,276415.817173
1996,487711.392532
1997,476176.141478
1998,345360.066131
1999,336675.469967
2000,333158.152524
2001,283428.008094
2002,301547.537419
2003,338649.644222
2004,326126.589007
2005,250757.494037
2006,221809.183083
2007,201712.810657
2008,228746.227982
2009,184852.376179
2010,247728.800005
2011,92296.3888723
2012,194457.831352
2013,199680.032467
2014,213500.720302
2015,237074.700383
2016,175760.335374
2017,188501.523593
2018,140945.110581
2019,133583.295396
2020,139051.25662
2021,85489.534963
2022,240116.974077
2023,165743.569404
2024,339862.206039
2025,222340.774151
2026,186194.065947
2027,129953.456974
2028,168121.853419
2029,165767.236051
2030,245127.061316
2031,209200.314477
2032,239261.274135
2033,227359.539648
2034,170555.129
2035,268291.267845
2036,218481.849403
2037,220106.616845
2038,710232.256672
2039,174119.601568
2040,233096.658738
2041,1084362.86592
2042,214909.615806
2043,244797.324832
2044,178012.448628
2045,234398.581615
2046,204399.539474
2047,176718.031081
2048,144846.05091
2049,233327.805275
2050,174932.569024
2051,125467.859986
2052,129585.449041
2053,222056.1759
2054,93242.5340497
2055,157290.889188
2056,186713.13025
2057,130433.766373
2058,538938.206647
2059,152292.016072
2060,208337.799339
2061,239235.318066
2062,139465.577142
2063,166314.541147
2064,175592.509198
2065,260309.106565
2066,275980.540757
2067,259991.986419
2068,222719.185165
2069,54542.9116167
2070,112817.878878
2071,98588.554202
2072,144834.471536
2073,220267.824254
2074,273795.876142
2075,173753.702446
2076,88478.1467441
2077,168198.053881
2078,145332.498146
2079,152652.951734
2080,124256.693539
2081,127244.260853
2082,168657.703698
2083,127927.450183
2084,122171.467869
2085,140794.965217
2086,126011.863871
2087,185687.721171
2088,84931.0052124
2089,108083.181707
2090,129602.415217
2091,142933.873867
2092,129060.203842
2093,105154.196681
2094,49757.9051472
2095,380776.939415
2096,111802.534749
2097,40751.9642626
2098,142826.709399
2099,47364.3261609
2100,63867.2673488
2101,273421.616309
2102,63630.3105259
2103,94092.2719114
2104,211908.587161
2105,63784.9628912
2106,25370.9547582
2107,379876.793353
2108,161281.209289
2109,131866.942467
2110,66806.2162928
2111,196461.463261
2112,126952.634376
2113,143630.812464
2114,94878.2246913
2115,170525.279622
2116,171023.844855
2117,143767.461919
2118,193075.697634
2119,166633.961736
2120,113491.78893
2121,55069.5701795
2122,80371.9206586
2123,270239.936971
2124,235828.229286
2125,135520.912964
2126,194257.580911
2127,179324.201238
2128,81483.6145861
2129,106038.801645
2130,188206.795114
2131,234325.741026
2132,182333.703785
2133,202134.500739
2134,126953.657042
2135,98839.561583
2136,48191.7233955
2137,85094.6483779
2138,132285.525788
2139,199867.511627
2140,202110.223235
2141,119016.467193
2142,161608.894629
2143,133625.802514
2144,120112.388502
2145,176669.24356
2146,142619.377906
2147,191407.043977
2148,117508.012896
2149,205547.473661
2150,405726.550245
2151,86359.7284982
2152,236560.543291
2153,152150.257083
2154,167199.415858
2155,196265.055896
2156,418080.118933
2157,215487.560755
2158,346107.172254
2159,231532.752653
2160,308174.042829
2161,326004.369174
2162,632830.269172
2163,824010.608131
2164,214660.440275
2165,313542.179599
2166,199613.957213
2167,282404.493763
2168,224921.964841
2169,235915.663186
2170,278708.397658
2171,171947.192323
2172,125922.652746
2173,319009.47364
2174,305747.16216
2175,386027.564125
2176,509992.241161
2177,378530.067383
2178,377142.02695
2179,142490.419261
2180,519881.947349
2181,247463.049392
2182,301991.387384
2183,220807.935985
2184,158734.200146
2185,133677.611548
2186,203789.260142
2187,200987.504102
2188,202294.173287
2189,21044506.5943
2190,89441.4749048
2191,199938.044792
2192,116947.033161
2193,104485.462487
2194,174148.124979
2195,107213.302022
2196,64175.043128
2197,77279.9047696
2198,117019.541548
2199,232316.555703
2200,109841.390523
2201,186555.461312
2202,124705.706363
2203,136792.938542
2204,211277.131158
2205,126949.923931
2206,185108.116436
2207,192721.167037
2208,431656.397065
2209,392149.06811
2210,95208.0057998
2211,199032.400709
2212,129203.569875
2213,100473.765905
2214,141060.017959
2215,91582.6506398
2216,169446.271315
2217,1185.01497484
2218,24630.6460499
2219,33074.5646701
2220,56009.4979515
2221,396498.249124
2222,212654.566617
2223,407251.808864
2224,405684.192291
2225,277692.280934
2226,128044.522695
2227,122713.780327
2228,294610.917612
2229,345605.579119
2230,140750.085629
2231,327468.211126
2232,248558.171842
2233,227065.384603
2234,297761.969884
2235,198768.398427
2236,378928.397646
2237,337074.748289
2238,502881.755419
2239,75346.0465384
2240,193437.890417
2241,119075.009883
2242,169843.312107
2243,120020.036781
2244,98977.0527443
2245,65479.2390846
2246,266813.907509
2247,127864.705596
2248,141650.437487
2249,247974.603952
2250,256749.689875
2251,45272.5182492
2252,235254.666098
2253,206909.495664
2254,348583.906564
2255,236356.039638
2256,214060.154254
2257,221758.762636
2258,234230.939018
2259,246680.446544
2260,168365.863972
2261,92017.8350599
2262,161136.379397
2263,872336.151008
2264,1570728.12509
2265,941333.464065
2266,250336.203061
2267,484025.202619
2268,459655.118611
2269,230948.806039
2270,216320.531129
2271,241248.294836
2272,200511.346916
2273,263259.496398
2274,266163.829841
2275,314970.895352
2276,166085.142311
2277,222304.98147
2278,184670.257762
2279,168069.541116
2280,149946.67018
2281,106895.996785
2282,130757.773025
2283,83579.5280629
2284,104397.977563
2285,83413.4156471
2286,128499.344633
2287,513335.525876
2288,408392.706648
2289,492285.889941
2290,909212.629851
2291,579389.684412
2292,663261.630917
2293,695584.05515
2294,691637.913698
2295,1023470.55947
2296,410593.051248
2297,609140.157326
2298,588716.872823
2299,645548.048214
2300,527775.404088
2301,393527.995739
2302,240366.882463
2303,288219.501973
2304,370117.271372
2305,147731.647241
2306,106813.462208
2307,139097.345514
2308,184925.926615
2309,326374.252735
2310,242157.828156
2311,172783.650361
2312,295104.19921
2313,154994.903356
2314,344830.523516
2315,247251.295514
2316,293780.439809
2317,289913.167216
2318,224736.374292
2319,276858.999532
2320,295103.945284
2321,271302.146068
2322,244472.905261
2323,275621.092351
2324,152917.487361
2325,406446.326183
2326,209818.406658
2327,240896.163736
2328,257308.275382
2329,219521.529224
2330,226191.058298
2331,478912.752709
2332,774539.544893
2333,540172.922406
2334,352564.955382
2335,252349.113462
2336,459408.361216
2337,304698.756301
2338,340944.534393
2339,188952.583261
2340,435307.296195
2341,393932.191085
2342,248466.052126
2343,223160.402993
2344,240911.019906
2345,269383.56751
2346,216701.740513
2347,234473.011383
2348,248409.742018
2349,276073.581274
2350,239597.612667
2351,533624.506609
2352,202933.236678
